,Tweets,Time,loc
898,@PlousiosBunkz @lukmanadeola2 @Smiling_Chee1 @SketoTolulope @DReal_Femi @IreTomiwaG @craqribz Wished my pman happy… https://t.co/iAnDu2p0cm,2022-06-19 09:23:01+00:00,Lagos
899,"Happy Father's Day. To all the dads, step- dads, grandads, uncles, brothers, cousins and friends that step up to sh… https://t.co/hlnVTVkroE",2022-06-19 09:23:01+00:00,"KwaZulu-Natal, South Africa."
900,"زندگي جي الجھنوں سے فرار چاھیئے 
مجھے ایک دن بچپن کا ادھار چاھئے
Happy Father's Day 💓 to All Father's Of The World 🌍
#FathersDay",2022-06-19 09:23:01+00:00,"Karachi, Pakistan"
901,"RT @_PoloKimani: Ni fathers day lakini mzae amehepa,hahaha,Wacha nimfuate locals",2022-06-19 09:23:01+00:00,
902,"RT @faith_mabote001: Kudla mina kuphela la🗣

Kush iNdoda yakho, itshela ukuthi inquza🍑 ivulwa nge password🤭🤭🤭

Anyway asikho lapho. Happy F…",2022-06-19 09:23:01+00:00,
903,"RT @SlyWanjira: Jokes aside, happy Father’s Day to all the amazing dads out there. You’re important and you matter and you should be celebr…",2022-06-19 09:23:01+00:00,"Nairobi, Kenya"
904,😭😭😭,2022-06-19 09:23:01+00:00,
905,"RT @hardeckxpro_: You are the only hero I have in my life
Happy Father's Day MUM
I love you 💕 https://t.co/lUREaTENW5",2022-06-19 09:23:01+00:00,"Coventry,United Kindgom"
906,"🚨 TMAGA2 A06192 🚨v4
Father’sDay - https://t.co/oYaEiJ3hVa

OwlCityOwlCity - NotAllHeroesWearCapes",2022-06-19 09:23:01+00:00,
907,"RT @FFVIIR_CLOUD: Happy Father's Day!☀️🎁🎉
素敵な1日になりますように！お父さん、ありがとう！
#FF7R #父の日 #FathersDay #FFVII25th https://t.co/kuIdkXeL3G",2022-06-19 09:23:02+00:00,
908,"RT @_DammyB_: My father is the best thing that has ever happened to me. Best in support system. 

That man makes me understand everyday wha…",2022-06-19 09:23:02+00:00,Rihanna’s Heart
909,RT @min9yu_tttop: happy father’s day 🫶🏻 https://t.co/Cp12CuEYey,2022-06-19 09:23:02+00:00,
910,"I was actually expecting something different, but fair enough 😅",2022-06-19 09:23:02+00:00,ABUJA
911,"RT @jayythedope: To the men who are playing their roles as fathers, the real dads raising their kids right, the responsible dads, I respect…",2022-06-19 09:23:02+00:00,Trenches
912,"RT @Martje2018: Happy Father’s Day to all the Amazing Dads!💙Have a Wonderful Day.💙❤️
✨And also remembering the Dads who are no longer with…",2022-06-19 09:23:02+00:00,SaitaMask
913,"RT @chinaza_ar: this father’s day celebration they’re doing in this church is making me so mad 
cause why are we lying 
talking about how d…",2022-06-19 09:23:02+00:00,
914,"A BIG SHOUT OUT📣to every Dad! Happy Father’s Day 😍🥳🥰 from all of us at LEGOLAND Dubai Resort!
#LEGOLANDResort… https://t.co/HCW2Xcel5z",2022-06-19 09:23:02+00:00,"Dubai, United Arab Emirates"
915,"Wishing a very Happy Father's Day to all the #Nystagmus dads.
 A Dad sits on the floor with his daughter on his lap… https://t.co/PuGIza5m0O",2022-06-19 09:23:02+00:00,UK
916,https://t.co/wWuSAG6Qyr,2022-06-19 09:23:02+00:00,🧭
917,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:23:03+00:00,
918,@TheOceanBasket Definitely taking my dad to OB for #Papasprawns after church 😄,2022-06-19 09:23:03+00:00,Komani
919,"RT @joker007_the: My DAD posted this. He laughed so much, credit to the owner. Thank you, he died a happy laughing man👊👊👊👊. Happy Fathers D…",2022-06-19 09:23:03+00:00,
920,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:23:03+00:00,🌍AFRICA 
921,"RT @hinaparvezbutt: My Safe Space – My Rock – My Mentor – My Icon
Visionary industrialist. Philanthropist of note. Doting father. And a fat…",2022-06-19 09:23:03+00:00,Murree
922,"RT @sperbiandigital: Dads are the unsung heroes.
Wishing every dad a Happy Father's Day.

#FathersDay2022 #HappyFathersDay https://t.co/bq4…",2022-06-19 09:23:03+00:00,"Nairobi, Kenya"
923,@ob_vious_lyyy Happy birthday to your father 🥰❤️,2022-06-19 09:23:03+00:00,Georgia
924,RT @yoongesh: Father when can I leave to be on my ownnnnnn https://t.co/WcZcNRK3p4,2022-06-19 09:23:03+00:00,she/her ; 20 
925,@rachelbbridge The father is like a mountain🤩🤩 and beside them there is a sense of peace of heart 🙂🙂,2022-06-19 09:23:03+00:00,
926,"RT @Spiros209: David Petrovich Shterenberg, Portrait of the Artist's Father and Sister, 1914. #ArteYArt #FathersDay2022 https://t.co/Uf7n6Q…",2022-06-19 09:23:03+00:00,
927,RT @UTDTrey: Happy Father's day @Cristiano @Arsenal ❤️ https://t.co/TZlF4oDzPT,2022-06-19 09:23:03+00:00,Utopia 
928,"@ymick60 We do. Ad you said earlier, those that are still able should hold their fathers close and say ""I love you""… https://t.co/uXiXHdbSxa",2022-06-19 09:23:03+00:00,London
929,Happy Father’s Day! https://t.co/9oLxxTh8yZ,2022-06-19 09:23:03+00:00,the og parody whisper acc 
930,"RT @villainsin: Father &amp; Sonを聴いていたら久しぶりに MGS4を遊びたくなってプレイ。ナオミ追跡してたら懐かしい開発陣の手形モニュメントに遭遇😊なんだかデスストを感じるw(画面直撮り画😅)

TOMORROW IS IN YOUR HANDS✋🌈…",2022-06-19 09:23:03+00:00,Tokyo
931,"Un souvenir de vacances en famille

https://t.co/5kZAOBhh9F",2022-06-19 09:23:03+00:00,"Paris, France"
932,"@fallon_donal Never had a desire to follow my own into DFB, Donal. I really couldn’t do that job and deal with the… https://t.co/cjS6cQaCL7",2022-06-19 09:23:04+00:00,"Dublin City, Ireland"
933,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:23:04+00:00,
934,"FATHER’S DAY 

Happy Father’s Day!

Join us by raising a pint for every great Dad and father figure out there today… https://t.co/4atpuO3Wks",2022-06-19 09:23:04+00:00,"Appleton, Warrington"
935,"Finally, FATHERS DAY!!! I'm Thankful for my Dad!!! He's a rare gem 💎 ALHAMDULILLAHI ROBIL'ALAMIN 🤲🏽❤️❤️
I pray Alla… https://t.co/ihzbZWgAIo",2022-06-19 09:23:04+00:00,9ja 
936,"Happy Father’s Day from all of you to us ❤️🤘🏻

@TheDreamboys @Rogan_OConnor @TheInfernoKing1 https://t.co/d32cW0j3Lu",2022-06-19 09:23:04+00:00,"London, England"
937,"RT @ShannMadge: Let your dzaddy I mean father, have a taste of Donn's Food tomorrow 😁 Contact; 0794339003 for orders. The earlier you order…",2022-06-19 09:23:04+00:00,Nairobi-Kenya
938,I'm taking all the messages so personally even the generic ones because this year has been ROUGH!  And tomorrow we… https://t.co/0ZsvCXjkml,2022-06-19 09:23:04+00:00,"London, England"
939,"RT @Upsydaizy28: I told my father I’d like to intern with GTBank when I was in Uni, my father drove from Akure to Oyin Jolayemi (VI), asked…",2022-06-19 09:23:04+00:00,Nigeria
940,😭😭😂,2022-06-19 09:23:04+00:00,
941,RT @ChelseaFC: Happy Father’s Day to all the Chelsea dads out there! 🤗 https://t.co/tMEdg6X85r,2022-06-19 09:23:04+00:00,"Accra, Ghana"
942,Do you believe in God the Father?,2022-06-19 09:23:05+00:00,"Eldoret, Kenya"
943,@Dracore64 ikea IS ALL DAD,2022-06-19 09:23:05+00:00,Sverige
944,"RT @LetshegoGhana: “A father’s tears and fears are unseen, his love is unexpressed, but his care and protection remain as a pillar of stren…",2022-06-19 09:23:05+00:00,kampala
945,RT @Letter_to_Jack: Happy Father’s Day to my mother for playing the role of a father even though she’s a mother.,2022-06-19 09:23:05+00:00,
946,"RT @justbongza: How is your Father's Day going?

Mine: https://t.co/c9vfzvssWB",2022-06-19 09:23:05+00:00,"Kempton Park, South Africa"
947,RT @ihytxy: Dark Happy Father's Day 😭😭😭😭😭😭😭 https://t.co/O3QLQMkrtr,2022-06-19 09:23:05+00:00,DM for Promo
948,Same 👍🏾,2022-06-19 09:23:05+00:00,"Accra, Ghana"
949,"RT @GMBents: #MajorTheFilm 🇮🇳 celebrates every FATHER who sends their SON for the Nation's service 🫡

Happy Fathers' Day ❤️

@AdiviSesh @sa…",2022-06-19 09:23:05+00:00,"Eluru, India"
950,"RT @od6fine: Father's Day
ヽ(｡･ω･)ﾉ ﾊﾟﾊﾟ大ｽｷｰ♪（再掲失礼します） https://t.co/W8WrGmAbZD",2022-06-19 09:23:05+00:00,クリスとスージィがいるエリアの壁
951,"RT @flowerpin2: Happy father's day
Erçel-Yıldırım
💗 https://t.co/n1y9lJ9vgI",2022-06-19 09:23:06+00:00,
952,"RT @HamzaSS: You were and are my mentor. I learn each day from your resilience, perseverance and compassion. Happy Fathers Day Abbu ji. htt…",2022-06-19 09:23:06+00:00,Murree
953,"Don’t know bout y’all but I’m still wishing my Mom Happy Father’s Day, that woman the strongest person I know. Been… https://t.co/3HxCbJhZgm",2022-06-19 09:23:06+00:00,Island Trigger
954,"RT @Brilliant_uncle: @Eric_Bernard94 It takes a man to raise a man. Happy Father’s Day to to all fathers, stepfathers, uncles, brothers and…",2022-06-19 09:23:06+00:00,"Dar es Salaam, Tanzania"
955,"RT @Ur_Death_Hurts: If your dad has gone to his maker, still celebrate him today. He is listening from heaven and rooting for you.
#HappyFa…",2022-06-19 09:23:06+00:00,"Mukono, Uganda"
956,@ThisFoxWrites Awwww! Bet you make the best ever proper dad! ❤️,2022-06-19 09:23:06+00:00,Glastonbury
957,"RT @kuwamocho_: Kilundeezy's son: happy fathers day Dad

Kilundeezy: Happy fathers day too",2022-06-19 09:23:06+00:00,Japun
958,RT @BURNTOFFERIGN: Happy Father’s Day https://t.co/OMhdUajs74,2022-06-19 09:23:06+00:00,"Alberta, Canada (Lagos)"
959,"RT @whitenigerian: Happy Father’s Day, Dad! You were the one who guided me through the thick and thin and inspired me to chase my dreams an…",2022-06-19 09:23:06+00:00,"Federal Capital Territory, Nig"
960,"मेरा साहस, मेरी इज़्ज़त, मेरा सम्मान है पिता,
मेरी ताकत, मेरी पूँजी, मेरी पहचान है पिता..!!
         Happy father's… https://t.co/xC0i66KdY1",2022-06-19 09:23:06+00:00,Gurgaon Sheohar
961,"RT @akuahwritess: Happy father's day to all the men on the TL. Eat fufu to complete it 😊

May you all be great 🙏🙏🙏",2022-06-19 09:23:06+00:00,🤫
962,RT @elonmusk: Happy Father’s Day,2022-06-19 09:23:06+00:00,"İstanbul, Türkiye"
963,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:23:07+00:00,
964,My first father’s day🙏🏽❤️,2022-06-19 09:23:07+00:00,985
965,Charles shares a poignant photo of himself with William and Harry when they were young to mark Father's Day https://t.co/lVi0qKeYF9,2022-06-19 09:23:07+00:00,
966,"@Shantalkenyony1 Well, I saw a beautiful lady when we went visiting.  My dad also told ge found love like that",2022-06-19 09:23:07+00:00,"Soroti, Uganda"
967,RT @Magwedhe: Pale green app single mothers walirauka sana kujiwish happy fathers day.,2022-06-19 09:23:07+00:00,Old Trafford
968,"RT @EstherPassaris: Papou, you are not here physically to hug and wish you a Happy Father’s Day. From the heavens above, know that I am pro…",2022-06-19 09:23:07+00:00,"Harrow, London"
969,"RT @Belloabdu090: Good morning TL
 Most of una suppose de wish una daddy HFD today oo....... buh una dn turn yahoo boys and hookup girls 🥺😩…",2022-06-19 09:23:07+00:00,🇨🇦
970,"RT @_ShaunKeyz: Imagine posting your father today and a 2K girl comment ""That's my Blesser"" 😭😭😭",2022-06-19 09:23:07+00:00,"Vaal 016, South Africa"
971,"RT @itsEuvin: Si ata leo upost kazi yako tukupromote,sio kila siku ni kupost tu matako na sura na matiti smh.",2022-06-19 09:23:07+00:00,Riga
972,@MWTlali Happy Father's day  bafo noma wadlisa team🤣🤣,2022-06-19 09:23:07+00:00,"Empangeni, South Africa"
973,"The turn out for fathers  today 19th of June “fathers day celebration” is massive, seems all you have realized the impact of father.",2022-06-19 09:23:07+00:00,"Lagos, Nigeria"
974,"RT @Danny_Designs_: Happy father's Day

@yamfumudesign 
@Slim_Thanos https://t.co/qh0prLfHQO",2022-06-19 09:23:07+00:00,"Zambia, Copperbelt, Kitwe"
975,"RT @jayythedope: To the men who are playing their roles as fathers, the real dads raising their kids right, the responsible dads, I respect…",2022-06-19 09:23:07+00:00,"Lagos, Nigeria"
976,"Happy Father's day
#RestoreTheSnyderVerse https://t.co/RiNOoxnz8g",2022-06-19 09:23:07+00:00,
977,"RT @GusuCloud: Happy Fathers’ Day to the best dads A-Yuan could have dreamed of ! 💕
#TheUntamed #Wangxian #A-yuan #sophiescreations
(gifset…",2022-06-19 09:23:07+00:00,France
978,😂😂😂😂,2022-06-19 09:23:07+00:00,Pluto🛸
979,RT @Olotainterior: Happy father's day from this side ✌️ God bless all dads out there hustling for family to survive...Our road no go block…,2022-06-19 09:23:08+00:00,"Lagos, Nigeria"
980,@BannanuhQ ITS 5PM ON FATHERS DAY 🥲🥲,2022-06-19 09:23:08+00:00,
981,"Happy Father’s Day ❤️

Today is the day we celebrate fathers all over the world, especially those in the Tax Profes… https://t.co/hZyTvVf1q1",2022-06-19 09:23:08+00:00,"Lagos, Nigeria"
982,"RT @alexandrafishr: Happy Father’s Day, dads!!!

…And, single moms, and step dads, and grandpas, and caregivers, and male role models who s…",2022-06-19 09:23:08+00:00,Canada
983,RT @_NobleSavage: Happy Father's Day to all the Fathers out there and 98 others.,2022-06-19 09:23:08+00:00,Paden
984,Happy Father’s Day https://t.co/2BcAFHoy68,2022-06-19 09:23:08+00:00,Nigeria
985,RT @jeonghanszone: happy father’s day to the father of doljjong @pledis_17 😄😄😄💙 https://t.co/6yLxmumxZ0,2022-06-19 09:23:08+00:00,
986,RT @LadenKip: Someone somewhere today will be wished a happy fathers' day na analea cum ya mwanaume mwingine.,2022-06-19 09:23:08+00:00,
987,"Luke 15:20: ""But while he was still a long way off, his father saw him and was filled with compassion for him; he r… https://t.co/GqeJo2kByI",2022-06-19 09:23:08+00:00,Winneba
988,"RT @JaynaijaBlog: 19. 17th of June, dem go drag person papa today 😂😂😂 https://t.co/6rvjQtB3PB",2022-06-19 09:23:08+00:00,Few Steps away from Paradise!
989,"RT @eflora_official: あと一週間‼
／
6月19日は
💐お父さんのための日曜日💐　
＼
 💛💛Father'sDay💛💛
💛💛フォロー＆RTキャンペーン💛💛

1⃣@eflora_officialをフォロー❗
2⃣この投稿をRT‼
⏰ 2022/6/19　2…",2022-06-19 09:23:08+00:00,Chiba
990,RT @OshokeAgain: Happy fathers Day to our dad. ❤️ they deserve much love too,2022-06-19 09:23:08+00:00,in my thoughts..
991,RT @ChelseaFC: Happy Father’s Day to all the Chelsea dads out there! 🤗 https://t.co/tMEdg6X85r,2022-06-19 09:23:08+00:00,𝑪𝒍𝒐𝒖𝒅 9
992,"RT @African_Sun: We can never thank you enough for the sacrifices. Happy Father’s Day! Tag your dad below and celebrate him.

#AfricanSunHo…",2022-06-19 09:23:08+00:00,"Masvingo, Zimbabwe"
993,RT @EsiJollof: Happy father's day idolo @DBLACKGH 😁❤️ https://t.co/0UvOkOxhyz,2022-06-19 09:23:08+00:00,East legon
994,RT @Dandeli86947535: Father’s Day Giveaway - Win a Kaimana Frenzy Scooter worth £120 - The Frenchie Mummy - https://t.co/dgpI72B0B1 via @Fr…,2022-06-19 09:23:08+00:00,"Ashford, England"
995,"Father's day is not celebrated enough.
😭",2022-06-19 09:23:08+00:00,world wide 
996,"A father doesn't tell you that he loves you, HE SHOWS YOU♥️😘
Happy Father's Day❤️
#FathersDay #HappyFathersDay",2022-06-19 09:23:08+00:00,"Punjab, Pakistan"
997,"Happy Father’s Day to all the super dad’s out there.
Rest in peace #Baba_Jan and sleep tight till we meet again, Yo… https://t.co/q6XIKNcTi4",2022-06-19 09:23:08+00:00,London 
998,"RT @KasimGillani: He said “when your grand father (SZAB) was imprisoned after the coup in 1977, I was a young man &amp; I was following his cas…",2022-06-19 09:23:09+00:00,"Sukkur, Pakistan"
999,RT @Gentlements: Happy Father's to the father of the nation. His Excellency President JG Zuma. https://t.co/nIGxAG2z8w,2022-06-19 09:23:09+00:00,
